uri,cid,author_did,author_handle,text,created_at,reply_count,repost_count,like_count,indexed_at
at://did:plc:zaneinjjuyxwy7aimhxgztrp/app.bsky.feed.post/3lqb65hsa5l2d,bafyreifxz6huvkw2gwbmnqdvpjnttgcdovgayxm3wobr56pqk34bbec7qy,did:plc:zaneinjjuyxwy7aimhxgztrp,elaboratories.bsky.social,"Curious about documentary editing & recovery?
Start with eLabs—your hub for learning, connecting, and creating. 
🔗 elaboratories.org 
#DigitalHumanities #eLabs #EditingRecovery",2025-05-28T21:40:15.423Z,0,0,0,2025-05-28T21:40:16.812Z
at://did:plc:7h27fsjxi3jhuonvmxusbdyn/app.bsky.feed.post/3lqatlu4wts2w,bafyreie2k2v5u7onpl2d7brgyc7qy6gsvcyppgoligqmojiizgmynb64fm,did:plc:7h27fsjxi3jhuonvmxusbdyn,theozymandiasp1.bsky.social,#classics #ancientstudies #podcast #interview #outnow #ancient #classicalstudies #spotify #applepodcasts #podcasts #history #ancientofficehours #ancienthistory #classicsforeveryone #classicseverywhere #digitalhumanities #outreach #publichumanities #assassinscreedvalhalla  #vikings #celtic,2025-05-28T18:31:27.923Z,0,0,0,2025-05-28T18:31:28.214Z
at://did:plc:tk3t6c3twerjdxxx7tyxiuoq/app.bsky.feed.post/3lqajmrlvht2h,bafyreifbdsggykao4e75npye2pobsrz6ietxhdd2umz662k7jjtd7ttywq,did:plc:tk3t6c3twerjdxxx7tyxiuoq,humap.bsky.social,"👥 Want to get out to more #GLAMA, #GIS, or #DigitalHumanities events in 2025? 

We keep a list of upcoming conferences here: humap.me/blog-community/eve... 

Have an event you'd like us to add? Comment, DM, or email us at support@humap.me and we'll add it to the list. ",2025-05-28T15:33:01.342Z,0,0,0,2025-05-28T15:33:01.513Z
at://did:plc:grpgp5ml47blx3e25bk5g2zc/app.bsky.feed.post/3lqa3jhxucc2z,bafyreiavp7cssfjj4zllwmpzxfhc54p3g7tv6yyqun77aljep5mu2w6acu,did:plc:grpgp5ml47blx3e25bk5g2zc,dhlabexeter.bsky.social,#DigitalHumanities #Digital #Humanities #Database #Arts #Culture #Heritage #HASS #Colonialism #France #Britain,2025-05-28T11:20:38.261Z,0,0,0,2025-05-28T11:20:42.312Z
at://did:plc:3rt3rvayng7fskyc7j7k5pl4/app.bsky.feed.post/3lq7y4ldkoc2v,bafyreifbl4hhmgau63rrwltn4rjazakpchlvo4rj5yszyodksbjyjnqzna,did:plc:3rt3rvayng7fskyc7j7k5pl4,kmitch.bsky.social,"Also sharing this #digipres #PhD placement at #V&A developing a digital repository for the V&A's Research Institute: vam.current-vacancies.com/Jobs/Advert/... 

Deadline 30 May #PhDSky #MuseumSky #digitalpreservation #digitalhumanities",2025-05-28T10:19:44.358Z,0,0,0,2025-05-28T10:19:44.711Z
at://did:plc:vvrk3m6ecfmedqzamcewrcwe/app.bsky.feed.post/3lq7xchvclc27,bafyreidcx5thxxyrwphpvd6mecirs4jsargpb3n2tmo4ngoun4khdu337y,did:plc:vvrk3m6ecfmedqzamcewrcwe,infodocket.bsky.social,Evaluating Large Language Models for Narrative Topic Labeling (conference paper; via @aclmeeting.bsky.social) aclanthology.org/2025.nlp4dh-... #llms #ai #nlp #digitalhumanities,2025-05-28T10:05:08.325Z,0,0,0,2025-05-28T10:05:10.314Z
at://did:plc:ey2zyxibayrjphbw4yxw7wiy/app.bsky.feed.post/3lq7usfzg522u,bafyreiatefezajruoiyrr7ssm3tfjda3eyhcz6k2ldby5jchrm4obtz2j4,did:plc:ey2zyxibayrjphbw4yxw7wiy,harald-klinke.de,"Excited to speak at @uoregon.bsky.social’s Coffee & Code!

📊 Cultural Data Science: Bridging Data, Code, and Culture

🗓 May 30 · 12pm PT · Hybrid
📘 Coincides with my book launch via @springernature.com

🔗 uoregon.libcal.com/event/14717214
#DigitalHumanities #RStats #CulturalAnalytics #ArtHistory",2025-05-28T09:20:22.010Z,0,0,0,2025-05-28T09:20:23.512Z
at://did:plc:rf36lvtw5jfob2hvts235oks/app.bsky.feed.post/3lq7uypkja22x,bafyreiex2chkfkecrsbzczwqpvkexeostbmirf5y3wvtuhs2i23aq5gcom,did:plc:rf36lvtw5jfob2hvts235oks,doccrenau.bsky.social,"#digitalHumanities #HumanitésNumériques #SHS 
voir aussi : www.canal-u.tv/chaines/c3dh...",2025-05-28T09:23:53.337Z,0,0,0,2025-05-28T09:09:42.815Z
at://did:plc:nibsa4e7lyvtds6f7rpkxsl7/app.bsky.feed.post/3lq7tqnb3wi2q,bafyreifb5fg53id6txksax4r2hnqqs7yhwyvpe2etdhgy46mxvuairpffi,did:plc:nibsa4e7lyvtds6f7rpkxsl7,kpethainou.bsky.social,"My first ever newsletter drops this week. It’s about the medieval story I couldn’t laugh at, and what to do with stories that hurt more than they amuse. 

Get it by subscribing on the website or Patreon-link in bio.
📖 Beinecke MS.229, F. 326

#Medievalsky #Humour #Storytelling #DigitalHumanities",2025-05-28T09:01:28.724Z,0,0,0,2025-05-28T09:01:29.312Z
at://did:plc:rlb6hg7y72xwowrhuhlalfag/app.bsky.feed.post/3lq776pt5eb62,bafyreidouo2taxoyndm3cm6alyfaiaukt35cqdeduyrzq4sk43p7lfo2aq,did:plc:rlb6hg7y72xwowrhuhlalfag,Virginicus.universeodon.com.ap.brid.gy,"""This algorithm allows the computer to be used for the drudge work, leaving the reader free for other more delightful tasks.""
I miss 1987. #digitalHumanities",2025-05-28T02:07:13.000Z,0,0,0,2025-05-28T02:56:28.614Z
